id,name,region,latitude,longitude,ocean,location,description
0f48f892-24fe-43d4-8e76-e13134a75e62,Sika,"Europe, Croatia, Split-dalmatia, Vis Island",43.01814073192659,16.06209754943848,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
0f811677-cf1b-4f17-8735-38db2fe10d60,Smuggler&#039;s Cove West,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.93989939748894,16.64883613586426,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
11b2b6b2-d23e-48c9-8d29-27ddd0f0910a,Tenki Reef,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, Vrbnik",45.07149001724551,14.72180843353272,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, Vrbnik","Vrbnik, Krk Island",
130965e0-bf41-4c62-bfad-c5c60ee1f6a9,Fraskeric Island,"Europe, Croatia, Istria, Medulin",44.82419082668437,13.84069204330445,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Medulin, Istria",
136816d7-f47e-47dd-b842-ce5145559446,Porer Reef,"Europe, Croatia, Istria, Rovinj",44.98425616048596,13.67349661395481,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Rovinj, Istria",
13824c43-a8ab-465d-8903-6ae3362cdafa,Crljena Greda,"Europe, Croatia, Lika-senj, Pag Island",44.61869947590988,14.83162879943848,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Pag Island, Lika-Senj",
141d7495-c94d-4c4e-922f-b12814c0c609,Sveti Marak,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, Risika",45.10537928719657,14.67000961303711,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, Risika","Risika, Krk Island",
148ee34b-6fa7-4d3c-8227-5de6984824d0,Loreley,"Europe, Croatia, Primorje-gorski Kotar, Cres Island, Vodice",44.98884147015346,14.43328857421875,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vodice, Cres Island",
14b8a67f-4f4e-4714-bed5-4538e913ebb3,Stračinska,"Europe, Croatia, Solta",43.33744088231893,16.36583292424899,"Atlantic Ocean, Mediterranean Sea","Solta, Croatia","Off the coast of Solta, this dive spot offers clear Mediterranean waters with impressive rocky formations and crevices. Schools of bream and damselfish swirl around the underwater cliffs, while octopuses hide in the cracks. The gentle slope makes it ideal for beginners, yet deeper sections attract experienced divers with occasional groupers and moray eels. Visibility often exceeds 20 meters, and the site stays sheltered from strong currents. Colorful sponges and algae cover the rocks, creating a vibrant backdrop. Ideal for photographers and those who enjoy exploring nooks teeming with marine life."
156713c8-5aa6-49ae-9518-be5aad019ecc,Green Cave (Zelena Splija) ,"Europe, Croatia, Split-dalmatia, Vis Island",43.01548931585847,16.225004196167,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
16ae6408-2414-4ab8-aad0-1aba75b19512,Osjak Steps,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.96345762347816,16.67419910430909,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
18fe7f40-3237-4a97-b0f9-ae1889d49e89,Kukuljari,"Europe, Croatia, šibenik-knin, Murter",43.760556435716,15.63292264938355,"Europe, Croatia, šibenik-knin, Murter","Murter, Šibenik-Knin","This dive site near Murter features a stunning underwater pinnacle rising from 30 meters to just 5 meters below the surface. Vibrant soft corals and sponges cover the rock, attracting schools of damselfish, groupers, and occasional barracuda. Strong currents bring nutrient-rich waters, creating excellent visibility and thriving marine life. The site offers dramatic drop-offs and swim-throughs for advanced divers, while sheltered areas suit beginners. Watch for octopus hiding in crevices and sea turtles passing by during summer months. Water temperatures range from 14°C in winter to 24°C in summer."
1c4e6e32-bc8e-4238-9b17-cb9d69a7fdcb,Brioni Wreck,"Europe, Croatia, Split-dalmatia, Vis Island",43.01619532540322,16.23006820678711,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia","This wreck lies off Vis Island in Croatia’s Adriatic Sea, resting at 28 meters. The intact cargo ship, covered in soft corals, attracts schools of damselfish, groupers, and occasional barracuda. Strong currents bring excellent visibility, making it ideal for advanced divers. The hull offers swim-throughs, while the deck reveals wartime artifacts. Nearby reefs add to the dive’s diversity. Best explored in calm summer conditions."
1e1f2c50-cd41-4c61-a822-73fdb56ce9a9,Sip,"Europe, Croatia, Primorje-gorski Kotar",45.17946559991201,14.24101710319519,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Primorje-Gorski Kotar, Croatia",
213eb8c6-ffbf-4756-93a7-b5897541aeec,Kanonen Von Plavnik,"Europe, Croatia, Primorje-gorski Kotar, Plavnik Island",44.98371181342909,14.53319549560547,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Plavnik Island, Primorje-Gorski Kotar",
2185156c-195f-44a3-9668-9ff4fb631527,Blue Cave (Modra Šplija),"Europe, Croatia, Split-dalmatia, Bisevo Island",42.99011465347846,16.01780891418457,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Bisevo Island, Split-Dalmatia",
21f6d40a-baf9-458d-ac6b-51640fdb5752,Tower 3,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.97809059241925,16.60669326782227,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
21fe0bbe-c4fc-431c-b18b-3e3b95c9953d,Glavna,"Europe, Croatia, Split-dalmatia, Hvar Island",43.23319741022136,16.521635055542,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Hvar Island, Split-Dalmatia",
2604bc4e-34ab-4d68-aa1a-9e31d4d86112,Saddle,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.93267306818347,16.63913726806641,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
27571aa3-4386-4f52-9d12-79f61d1f7a0b,Ogrul,"Europe, Croatia, Primorje-gorski Kotar, Krk Island",45.06645869372581,14.73914623260498,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Krk Island, Primorje-Gorski Kotar",
2acf206d-f947-4636-9b95-48d487d98c8a,Selzina,"Europe, Croatia, Primorje-gorski Kotar, Plavnik Island",44.97499945120351,14.49337005615235,"Europe, Croatia, Primorje-gorski Kotar, Plavnik Island","Plavnik Island, Primorje-Gorski Kotar",
2b93911d-18f7-4ee8-8a00-41ae655ec8d8,Krusija,"Europe, Croatia, Primorje-gorski Kotar, Plavnik Island",44.95556641938244,14.52903270721436,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Plavnik Island, Primorje-Gorski Kotar",
31448516-bbb4-4b9b-8f7e-b990acad8977,Golubinjac,"Europe, Croatia, Primorje-gorski Kotar, Cres Island, Vodice",45.00474352315252,14.40953493118286,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vodice, Cres Island",
31f014bc-346f-4670-b17e-c95cf3117560,Lonjica,"Europe, Croatia, Primorje-gorski Kotar",45.17690937263621,14.23819541931152,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Primorje-Gorski Kotar, Croatia",
32f899f8-4489-41d2-bae5-9f42ae9d5e6e,Fels Merag,"Europe, Croatia, Primorje-gorski Kotar, Cres Island, Merag",44.98058522945913,14.47234153747559,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Merag, Cres Island",
3553b441-69eb-4134-91bc-e154224011c4,Cathedral,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.9143835253696,16.66325569152832,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
36ad34f3-59df-41fd-b771-e03441436939,Garden,"Europe, Croatia, Primorje-gorski Kotar, Cres Island",45.16109789573562,14.36335500329733,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Cres Island, Primorje-Gorski Kotar",
37be93f2-910b-4649-8c43-f4e12dd3355b,Costes Garden,"Europe, Croatia, Lika-senj, Pag Island",44.62166571027851,14.8254919052124,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Pag Island, Lika-Senj",
38d872ed-7422-430e-89bb-565f6b297e99,Posta,"Europe, Croatia, Split-dalmatia, Vis Island",43.08255532240661,16.17256164550782,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
39b30bef-ba1f-4605-9b85-09125d422d46,Sika,"Europe, Croatia, Split-dalmatia, Vis Island",43.02234510966469,16.07282638549805,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
39c2e96f-d181-41db-9385-5050b6bf9973,Poseidon&#039;s Cave,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.92274333719822,16.64437294006348,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
3a794058-de6a-4b3f-aa4e-36300214280d,Ursus Wreck,"Europe, Croatia, Split-dalmatia, Vis Island",43.06788453128748,16.26680374145508,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
3d24d1f3-8958-4afa-b7f8-a865d5311c22,Sea Bream Point,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.93933388925984,16.64626121520996,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
3fe6e1bb-be38-48a7-9fcf-1e1984dc5bea,Brac Ii,"Europe, Croatia, Split-dalmatia, Brac Island",43.39606738430682,16.56944274902344,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Brac Island, Split-Dalmatia","Just off Brac Island, this site features a steep wall plunging to 40 meters, covered in vibrant soft corals and sponges. Schools of damselfish and groupers patrol the drop-off, with occasional sightings of moray eels. The clear Adriatic waters offer excellent visibility, often exceeding 20 meters. Gentle currents make it ideal for drift diving. The rocky bottom hosts octopus and scorpionfish. Best suited for intermediate divers due to depth."
406dca3b-b795-4e72-9fb4-5ca87acc7744,Love Cave,"Europe, Croatia, Primorje-gorski Kotar, Plavnik Island",44.95541457290511,14.52755212783814,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Plavnik Island, Primorje-Gorski Kotar",
407e8abf-95a3-4e41-8524-693202efde96,Amfore,"Europe, Croatia, Split-dalmatia, Vis Island",43.07772814210396,16.21796607971192,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
416e95b3-bf64-4ed8-9061-1dfedf845f28,Punta Albatros,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.93707180440457,16.64059638977051,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva","Punta Albatros offers clear Adriatic waters with vibrant marine life. The site features a steep wall covered in colorful sponges and corals, dropping to 40 meters. Schools of damselfish, groupers, and occasional barracuda patrol the area. Gentle currents make it ideal for drift diving. The rocky bottom transitions to sand, attracting octopus and stingrays. Visibility often exceeds 20 meters. Suitable for all skill levels, with shallow areas for beginners and deeper sections for advanced divers. The site is easily accessible from Korcula."
42c00076-740d-4726-b8c9-1c720f2e4fe6,Zala Luka,"Europe, Croatia, Split-dalmatia, Hvar Island",43.21818744408914,16.65656089782715,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Hvar Island, Split-Dalmatia",
4496dfb7-124a-48ef-8bb8-43fa40548005,Punta Carlo,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.93656910759572,16.6373348236084,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
44e143aa-e58f-4a10-97af-4770006d2e40,Glavotok ,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, Glavotok",45.09442845000729,14.43959712982178,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Glavotok, Krk Island",
4821c51e-f337-44f2-897b-b26942deefee,Cave Bay,"Europe, Croatia, Primorje-gorski Kotar, Krk Island",45.02508200773467,14.765625,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Krk Island, Primorje-Gorski Kotar",
48ac5397-1951-483e-9c88-f89f12805c16,Mali Plavnik,"Europe, Croatia, Primorje-gorski Kotar, Plavnik Island",44.97293500414249,14.54909563064575,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Plavnik Island, Primorje-Gorski Kotar",
497e5e22-447f-40d4-973e-18a1491cc305,Vrhovnjak,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.89553446985569,16.8219551966858,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
4bd45e83-974f-48fd-aa77-4ebb5daed903,Kornati Sud,"Europe, Croatia, šibenik-knin, Kornati",44.94180749767017,14.58053112030029,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Kornati, Šibenik-Knin",
4dd37e2d-d1dc-4d9b-8058-aa66ab5dee0b,Paula Wreck,"Europe, Croatia, Primorje-gorski Kotar, Krk Island",44.96139702015699,14.64374542236328,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Krk Island, Primorje-Gorski Kotar",
4e038ce5-ae07-4d06-9c38-12e1775a99a8,Wall,"Europe, Croatia, Split-dalmatia, Vis Island",43.08080002811761,16.18972778320313,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
4ef7e96c-7410-4d8b-9595-2530d325230e,Dive Point Cardin,"Europe, Croatia, Primorje-gorski Kotar, Cres Island",45.15107442659631,14.36879061221622,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Cres Island, Primorje-Gorski Kotar",
507ffa1b-e422-4df1-8f49-27ed68469cc4,Michaela Wreck,"Europe, Croatia, Primorje-gorski Kotar, Krk Island",44.93126587209004,14.732666015625,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Krk Island, Primorje-Gorski Kotar",
56a9861d-7d7a-4b22-8593-f45dc01c30e1,Teti Wreck,"Europe, Croatia, Split-dalmatia, Vis Island",43.0522067285496,16.04072570800782,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
574637c6-73a6-4c8e-98b6-1c497d0a1428,Dreifelsenbucht,"Europe, Croatia, Primorje-gorski Kotar, Krk Island",44.97172058880264,14.62417602539063,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Krk Island, Primorje-Gorski Kotar",
5897e361-8133-42cf-8543-7228092bb5b2,Paržanj,"Europe, Croatia, Pakleni Islands, Otočić Paržanj",43.17397127389243,16.32549631080313,"Atlantic Ocean, Mediterranean Sea","Otočić Paržanj, Pakleni Islands",
593572dd-7ee5-4899-b6d4-feec8df9c975,Paržan Veli,"Europe, Croatia, Split-dalmatia",43.03526183436426,16.25752916090145,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Split-Dalmatia, Croatia",
5a495370-d625-4acc-ad62-e6a53b6b7a00,Stepenice,"Europe, Croatia, Split-dalmatia, Hvar Island",43.21433348264881,16.53579711914063,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Hvar Island, Split-Dalmatia",
5b62af45-5a7e-4a5e-9159-9c7aea73e9b9,Tiha,"Europe, Croatia, Split-dalmatia, Hvar Island",43.21355237008378,16.54292106628418,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Hvar Island, Split-Dalmatia",
5bb88aff-234a-416c-81a4-e6481aced5e1,Blue Hole,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.91702358847789,16.65407180786133,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
5e3dc653-6fbf-4885-aaf0-03f31af7ed12,Blue Hole,"Europe, Croatia, Primorje-gorski Kotar, Cres Island",45.05266574719313,14.38591003417969,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Cres Island, Primorje-Gorski Kotar",
5e64ac35-11e6-4bff-a506-ddf048e13171,Wreck Graveyard,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.96898464748801,16.67243957519532,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
5fa0c8d5-8b2c-43a0-a750-374f143a610d,Blue Point Cave,"Europe, Croatia, Primorje-gorski Kotar, Cres Island, Vodice",45.02161186840545,14.40341949462891,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vodice, Cres Island",
5ffc27c1-bc83-428c-ba2b-6236c1b8ec1c,Lighthouse Plavnik,"Europe, Croatia, Primorje-gorski Kotar, Plavnik Island",44.974012776218,14.4950008392334,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Plavnik Island, Primorje-Gorski Kotar","This dive site off Plavnik Island features a dramatic wall plunging to 40 meters, covered in vibrant gorgonians and sponges. Schools of dentex and groupers patrol the blue, while moray eels peek from crevices. The current can be strong, making it ideal for drift diving. Visibility often exceeds 30 meters, revealing stunning underwater cliffs. The site is best suited for experienced divers due to depth and conditions."
61c5a8cc-5059-4d98-84c4-db8f26f2cbc1,Smociguzica,"Europe, Croatia, Split-dalmatia, Hvar Island",43.23769967935207,16.56832695007325,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Hvar Island, Split-Dalmatia",
627cea65-3f21-4f23-97ec-54849a99893c,Seget,"Europe, Croatia, Split-dalmatia, Vis Island",43.06512552869402,16.03094100952149,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia","This picturesque dive site near Vis Island features stunning underwater cliffs, caves, and arches. Vibrant marine life includes octopus, moray eels, and schools of pelagic fish. The clear Adriatic waters offer excellent visibility, making it ideal for exploring the dramatic rock formations. Depths range from 10 to 40 meters, suitable for various experience levels. Currents can be present, adding excitement for advanced divers. The site's secluded location ensures pristine conditions and fewer crowds. A rewarding dive for those who enjoy dramatic topography and abundant sea life."
637ad156-0e9d-4e4a-9d2e-d9519882ab43,Emmental Cave,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.92714278259341,16.63510322570801,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
68b4ec89-60b8-4bab-94b3-fb3f394906a1,Kablinac,"Europe, Croatia, šibenik-knin, Veli-tetovisnjak",43.71576736333263,15.60813903808594,"Europe, Croatia, šibenik-knin, Veli-tetovisnjak","Veli-Tetovisnjak, Šibenik-Knin",
6a535e8f-a2d5-484c-80f3-c5382d20654b,Peltastis Wreck ,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, šilo",45.16247739299235,14.64441061019898,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, šilo","Šilo, Krk Island",
6c0438f7-35e7-49e0-8118-c5cd2516e095,St. Ivan&#039;s Bay,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.96838800403451,16.67595863342286,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
6c4dc071-61ad-4b11-8e84-aa2bc23b54c3,Tower 2,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.97570433722274,16.6278076171875,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
6c53ff1a-aa81-4533-8470-fce40687db11,Aquarium,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.93864270548194,16.6439437866211,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
6e264624-fe08-419c-bf69-7bdb349a0422,Hum,"Europe, Croatia, Split-dalmatia, Brac Island",43.29519939210697,16.43820762634278,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Brac Island, Split-Dalmatia",
6ea320f2-9514-433e-946c-fe8cc1736e44,Blue Bay Dc,"Europe, Croatia, Lika-senj, Pag Island",44.59375248796862,14.87613201141358,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Pag Island, Lika-Senj",
6ebecfce-bb6d-49ac-9f5b-2623c8b40eb8,Tatinja,"Europe, Croatia, Split-dalmatia, Hvar Island",43.21718664827096,16.63493156433106,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Hvar Island, Split-Dalmatia",
704af2cc-8c4e-4274-9642-ca193e94f03d,Beli,"Europe, Croatia, Primorje-gorski Kotar, Cres Island, Beli",45.11111892847435,14.36022520065308,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Beli, Cres Island",
70d16fe9-4994-4445-ad54-c0560e3e6608,Punta Silo,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, šilo",45.15583503335355,14.67344284057617,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, šilo","Šilo, Krk Island",
72627e9b-cd4c-4ae3-ac00-1ca5e9b0714a,Fortunal Wreck,"Europe, Croatia, Split-dalmatia, Vis Island",43.07816699239221,16.12037658691407,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
72caf1e1-7a67-43bf-8908-4c474fd27f08,Rt Pelova,"Europe, Croatia, Primorje-gorski Kotar, Krk Island",45.12725339324732,14.47993294335902,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Krk Island, Primorje-Gorski Kotar",
7349aedc-b0e0-4cff-83a4-6865ee93b611,Krnica,"Europe, Croatia, Istria",44.95154453150463,14.03621435165405,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Istria, Croatia",
751c1e4b-c037-4a9e-a553-95444ddea9d7,White Lagune,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.90438797617655,16.68891906738282,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
76343c10-f672-43be-ada7-b011f3afce06,Kaprije,"Europe, Croatia, šibenik-knin, Kaprije",43.71945514698812,15.67038221284747,"Europe, Croatia, šibenik-knin, Kaprije","Kaprije, Šibenik-Knin",
77134e54-cd2d-4ad7-8f70-acf09214726a,Kamina Drift,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.9689218431865,16.64711952209473,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
7b1e095d-c11a-464d-9983-3925e13c324b,Proizd South,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.97859295013471,16.61364555358887,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
7d17ed8e-7c95-4dba-a13a-86542e6055dc,Mv Sigrid Wreck,"Europe, Croatia, Primorje-gorski Kotar, Rijeka",45.3263028722582,14.41509246826172,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Rijeka, Primorje-Gorski Kotar","A sunken cargo ship resting at 30 meters near Rijeka, Croatia. The wreck is intact, covered in colorful sponges and home to schools of fish. Strong currents bring excellent visibility, making it ideal for advanced divers. The deck and holds are easily explored, with occasional sightings of larger pelagics. Depth and conditions suit experienced divers best."
82b0a456-c7d9-41c6-9d07-235dc125c66f,Gorgonian Rosso,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.92286903999822,16.64196968078614,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva",
84368ff2-ec0a-4855-9651-a79a7fecd809,Brseč Pinnacle,"Europe, Croatia, Primorje-gorski Kotar",45.17734499799256,14.23918247222901,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Primorje-Gorski Kotar, Croatia",
85eae023-ddd5-4f54-aa7d-86772fdfb6e2,Smuggler&#039;s Cove East,"Europe, Croatia, Dubrovnik-neretva, Korcula",42.93945955820404,16.65055274963379,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Korcula, Dubrovnik-Neretva","Near Korcula coast, this site features a rocky slope with scattered boulders and crevices. Expect clear waters, mild currents, and depths to 30 meters. Rich marine life—octopus, moray eels, and schools of damselfish. The underwater terrain offers swim-throughs and small caves. Ideal for divers of all levels, with good visibility year-round. Nearby reefs host colorful sponges and occasional groupers. A relaxed dive with scenic coastal views above water."
8664d5dd-a779-40ff-818a-ea20ee192056,Fuska,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, Pinezici",45.03716132923577,14.47491132281835,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Pinezici, Krk Island",
8912e617-8fe9-483b-a483-b6b31d7ee15e,Pakoštane,"Europe, Croatia, Zadar",43.90194380745018,15.51705121994019,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Zadar, Croatia",
8a718543-e06c-4d8a-bd49-6e3d9d0b93b0,Mel&#039;s Rock,"Europe, Croatia, Primorje-gorski Kotar, Krk Island, Vrbnik",45.07036861602177,14.72494125366211,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vrbnik, Krk Island",
8abbb65d-43d8-48fb-b287-7faa3bedd9b7,Canyon,"Europe, Croatia, Split-dalmatia, Vis Island",43.05396284180566,16.26955032348633,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
8b22dd18-6ddd-4efd-a123-5f355b3c7ac2,Dubinica,"Europe, Croatia, Split-dalmatia, Vis Island",43.04317449464363,16.05669021606446,"Atlantic Ocean, Mediterranean Sea, Adriatic Sea","Vis Island, Split-Dalmatia",
